308100; 296899; 276365; 289415; 263306; 303642; 301539; 367305; 344610; 306141; 314280; 278172; 307950; 292534; 311880; 273426; 299391; 310879; 329677; 306422; 
305056; 352406; 319724; 354199; 307921; 426150; 312249; 340371; 336390; 347373; 346880; 300031; 312240; 324231; 310500; 273030; 286640; 343546; 324030; 297362; 
365682; 310607; 339412; 362190; 333393; 340230; 301643; 373170; 329580; 290605; 315972; 291828; 308686; 251841; 318855; 301931; 292036; 297552; 320460; 307313; 
318196; 293920; 297402; 321450; 292819; 354900; 284536; 311253; 329280; 299844; 323769; 257641; 331830; 247011; 280838; 321426; 278644; 337871; 319668; 266792; 
305957; 242899; 286609; 306394; 276396; 316170; 238981; 288606; 304316; 293275; 296557; 282278; 334813; 240271; 299087; 280894; 271949; 335959; 325530; 328666; 
308543; 279122; 275114; 299886; 307905; 310823; 296252; 290988; 314760; 311502; 275411; 272690; 324976; 256907; 250441; 296232; 302093; 336990; 322209; 295237; 
312120; 321063; 323358; 320858; 284226; 343260; 298517; 309368; 322170; 318898; 330373; 279800; 323274; 284547; 278367; 286201; 284598; 317160; 304872; 284847; 
315688; 293618; 282420; 329583; 324937; 360540; 311374; 301089; 319020; 313616; 303960; 288097; 295133; 297550; 286827; 265952; 293124; 314152; 325921; 316249; 
314160; 275814; 260436; 297777; 297010; 301947; 256374; 291966; 307530; 300667; 295659; 307110; 282132; 288322; 254582; 300652; 267561; 323906; 262328; 269037; 
300186; 290945; 271726; 307230; 280340; 294028; 253659; 289793; 304470; 288839; 277442; 311910; 277134; 246294; 246583; 304560; 305899; 290802; 299463; 275389; 
285735; 292322; 260909; 305790; 246921; 310470; 266074; 285122; 304320; 291171; 302391; 302292; 293103; 278311; 267294; 306030; 289332; 303840; 255592; 298450; 
293008; 258493; 208194; 248790; 293107; 304290; 262451; 305490; 284670; 290643; 256828; 302995; 269616; 287710; 263421; 300472; 304230; 304170; 271495; 289240; 
289065; 272977; 261730; 303690; 309203; 305700; 271194; 305010; 266305; 301492; 261980; 299224; 284494; 291814; 236711; 299184; 303550; 303360; 298229; 285593; 
296906; 273289; 259758; 302580; 296666; 278865; 265032; 303840; 259442; 290214; 272317; 247059; 249081; 279516; 246373; 232913; 272462; 305190; 260435; 279337; 
306900; 295517; 245280; 300600; 277160; 289730; 248420; 302400; 244110; 316724; 258831; 301041; 273409; 306794; 297408; 288707; 308643; 340255; 261687; 265990; 
321614; 339754; 310758; 384048; 305177; 324507; 286219; 329429; 282290; 293894; 267929; 265428; 294081; 298148; 268560; 288417; 299690; 289741; 280903; 259790; 
298549; 275517; 251213; 301830; 272817; 236623; 225073; 232482; 206518; 227125; 213252; 226756; 219821; 228183; 223359; 243184; 337350; 304770; 323498; 315021; 
403600; 340842; 333407; 369000; 304959; 284481; 314050; 302896; 269053; 290496; 290158; 335579; 314803; 332317; 341692; 331387; 366943; 319463; 346745; 322259; 
319785; 310197; 292480; 363057; 351291; 309623; 281798; 291926; 280390; 303853; 286177; 265071; 305407; 307995; 277088; 292635; 282194; 232794; 243333; 272149; 
263425; 272164; 283811; 291706; 319652; 310316; 264923; 343563; 303210; 262090; 282881; 274248; 301546; 294035; 267859; 232277; 324758; 291040; 277618; 305213; 
377893; 362759; 281112; 316911; 282304; 274797; 305508; 267900; 258122; 256652; 274466; 304263; 317614; 315840; 322834; 228082; 295376; 297307; 288367; 250760; 
319845; 327298; 295749; 362550; 304316; 299715; 307398; 300898; 307200; 309231; 285665; 312698; 331531; 313900; 334902; 300540; 371334; 269744; 289935; 299629; 
291847; 329865; 310626; 360000; 326662; 319152; 289885; 296105; 299392; 335419; 301911; 299744; 279497; 300994; 334069; 345618; 361050; 306948; 296099; 284227; 
262285; 340300; 347512; 404856; 408912; 364628; 347185; 356231; 315976; 380897; 326365; 325544; 293770; 292031; 309808; 284388; 347509; 333448; 314238; 277512; 
290159; 318753; 284003; 337760; 353627; 325392; 299418; 349496; 288281; 310455; 312093; 313060; 287534; 313584; 285237; 264757; 350028; 287086; 308338; 296068; 
300555; 342313; 284407; 362100; 309566; 345284; 294729; 321455; 296609; 297764; 309420; 299273; 277360; 306055; 309944; 283239; 347838; 282048; 287075; 287836; 
299507; 338870; 309809; 367530; 326348; 325936; 301754; 322449; 306981; 309107; 306520; 318859; 274748; 300614; 336856; 285973; 324482; 309705; 284918; 301855; 
289041; 344875; 285264; 358740; 346365; 305934; 266909; 311879; 286257; 313736; 289732; 309854; 295031; 358680; 317492; 283611; 335221; 307956; 286252; 281373; 
288263; 330867; 310040; 291272; 333464; 310844; 309568; 302315; 301298; 332130; 299608; 299472; 321083; 313260; 293436; 265811; 340625; 304105; 303136; 270080; 
308520; 337450; 256280; 354198; 342497; 301579; 291407; 304496; 274897; 308297; 286243; 310831; 319621; 312405; 317926; 291219; 362790; 296637; 307907; 301484; 
